Agregados macroeconómicos;Ramas de actividad;Periodo;Total
Consumos intermedios;69-70 Actividades jurídicas y de contabilidad; actividades de las sedes centrales; actividades de consultoría de gestión empresarial;2007;11.374
Consumos intermedios;69-70 Actividades jurídicas y de contabilidad; actividades de las sedes centrales; actividades de consultoría de gestión empresarial;2006;11.191
Consumos intermedios;69-70 Actividades jurídicas y de contabilidad; actividades de las sedes centrales; actividades de consultoría de gestión empresarial;2005;9.409
Consumos intermedios;69-70 Actividades jurídicas y de contabilidad; actividades de las sedes centrales; actividades de consultoría de gestión empresarial;2004;8.373
Consumos intermedios;69-70 Actividades jurídicas y de contabilidad; actividades de las sedes centrales; actividades de consultoría de gestión empresarial;2003;7.655
Consumos intermedios;69-70 Actividades jurídicas y de contabilidad; actividades de las sedes centrales; actividades de consultoría de gestión empresarial;2002;7.324
Consumos intermedios;69-70 Actividades jurídicas y de contabilidad; actividades de las sedes centrales; actividades de consultoría de gestión empresarial;2001;7.011
Consumos intermedios;69-70 Actividades jurídicas y de contabilidad; actividades de las sedes centrales; actividades de consultoría de gestión empresarial;2000;6.878
Consumos intermedios;69-70 Actividades jurídicas y de contabilidad; actividades de las sedes centrales; actividades de consultoría de gestión empresarial;1999;6.115
Consumos intermedios;69-70 Actividades jurídicas y de contabilidad; actividades de las sedes centrales; actividades de consultoría de gestión empresarial;1998;4.878
Consumos intermedios;69-70 Actividades jurídicas y de contabilidad; actividades de las sedes centrales; actividades de consultoría de gestión empresarial;1997;4.255
Consumos intermedios;69-70 Actividades jurídicas y de contabilidad; actividades de las sedes centrales; actividades de consultoría de gestión empresarial;1996;3.774
Consumos intermedios;69-70 Actividades jurídicas y de contabilidad; actividades de las sedes centrales; actividades de consultoría de gestión empresarial;1995;3.304
Consumos intermedios;71 Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos;2018;..
Consumos intermedios;71 Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos;2017;14.818
Consumos intermedios;71 Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos;2016;15.074
Consumos intermedios;71 Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos;2015;13.722
Consumos intermedios;71 Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos;2014;12.828
Consumos intermedios;71 Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos;2013;11.328
Consumos intermedios;71 Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos;2012;12.250
Consumos intermedios;71 Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos;2011;13.254
Consumos intermedios;71 Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos;2010;14.132
Consumos intermedios;71 Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos;2009;13.503
Consumos intermedios;71 Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos;2008;15.169
Consumos intermedios;71 Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos;2007;15.328
Consumos intermedios;71 Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos;2006;13.745
Consumos intermedios;71 Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos;2005;11.065
Consumos intermedios;71 Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos;2004;9.626
Consumos intermedios;71 Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos;2003;8.626
Consumos intermedios;71 Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos;2002;8.250
Consumos intermedios;71 Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos;2001;7.889
Consumos intermedios;71 Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos;2000;7.757
Consumos intermedios;71 Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos;1999;6.698
Consumos intermedios;71 Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos;1998;5.074
Consumos intermedios;71 Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos;1997;4.341
Consumos intermedios;71 Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos;1996;3.879
Consumos intermedios;71 Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos;1995;3.274
Consumos intermedios;72 Investigación y desarrollo;2018;..
Consumos intermedios;72 Investigación y desarrollo;2017;2.156
Consumos intermedios;72 Investigación y desarrollo;2016;1.902
Consumos intermedios;72 Investigación y desarrollo;2015;2.106
Consumos intermedios;72 Investigación y desarrollo;2014;1.966
Consumos intermedios;72 Investigación y desarrollo;2013;1.879
Consumos intermedios;72 Investigación y desarrollo;2012;1.903
Consumos intermedios;72 Investigación y desarrollo;2011;1.953
Consumos intermedios;72 Investigación y desarrollo;2010;1.910
Consumos intermedios;72 Investigación y desarrollo;2009;1.999
Consumos intermedios;72 Investigación y desarrollo;2008;1.788
Consumos intermedios;72 Investigación y desarrollo;2007;1.585
Consumos intermedios;72 Investigación y desarrollo;2006;1.316
Consumos intermedios;72 Investigación y desarrollo;2005;1.262
Consumos intermedios;72 Investigación y desarrollo;2004;1.207
Consumos intermedios;72 Investigación y desarrollo;2003;1.211
Consumos intermedios;72 Investigación y desarrollo;2002;973
Consumos intermedios;72 Investigación y desarrollo;2001;1.019
Consumos intermedios;72 Investigación y desarrollo;2000;842
Consumos intermedios;72 Investigación y desarrollo;1999;737
Consumos intermedios;72 Investigación y desarrollo;1998;746
Consumos intermedios;72 Investigación y desarrollo;1997;721
Consumos intermedios;72 Investigación y desarrollo;1996;682
Consumos intermedios;72 Investigación y desarrollo;1995;845
Consumos intermedios;73 Publicidad y estudios de mercado;2018;..
Consumos intermedios;73 Publicidad y estudios de mercado;2017;6.476
Consumos intermedios;73 Publicidad y estudios de mercado;2016;5.912
Consumos intermedios;73 Publicidad y estudios de mercado;2015;5.655
Consumos intermedios;73 Publicidad y estudios de mercado;2014;5.366
Consumos intermedios;73 Publicidad y estudios de mercado;2013;4.917
Consumos intermedios;73 Publicidad y estudios de mercado;2012;4.975
Consumos intermedios;73 Publicidad y estudios de mercado;2011;5.557
Consumos intermedios;73 Publicidad y estudios de mercado;2010;6.234
Consumos intermedios;73 Publicidad y estudios de mercado;2009;6.299
Consumos intermedios;73 Publicidad y estudios de mercado;2008;6.709
Consumos intermedios;73 Publicidad y estudios de mercado;2007;6.445
Consumos intermedios;73 Publicidad y estudios de mercado;2006;5.851
Consumos intermedios;73 Publicidad y estudios de mercado;2005;5.214
Consumos intermedios;73 Publicidad y estudios de mercado;2004;4.600
Consumos intermedios;73 Publicidad y estudios de mercado;2003;4.190
Consumos intermedios;73 Publicidad y estudios de mercado;2002;4.009
Consumos intermedios;73 Publicidad y estudios de mercado;2001;3.839
Consumos intermedios;73 Publicidad y estudios de mercado;2000;3.794
Consumos intermedios;73 Publicidad y estudios de mercado;1999;3.309
Consumos intermedios;73 Publicidad y estudios de mercado;1998;2.580
Consumos intermedios;73 Publicidad y estudios de mercado;1997;2.237
Consumos intermedios;73 Publicidad y estudios de mercado;1996;1.993
Consumos intermedios;73 Publicidad y estudios de mercado;1995;1.720
Consumos intermedios;74-75 Otras actividades profesionales, científicas y técnicas; actividades veterinarias;2018;..
Consumos intermedios;74-75 Otras actividades profesionales, científicas y técnicas; actividades veterinarias;2017;2.704
Consumos intermedios;74-75 Otras actividades profesionales, científicas y técnicas; actividades veterinarias;2016;2.420
Consumos intermedios;74-75 Otras actividades profesionales, científicas y técnicas; actividades veterinarias;2015;2.341
Consumos intermedios;74-75 Otras actividades profesionales, científicas y técnicas; actividades veterinarias;2014;2.216
Consumos intermedios;74-75 Otras actividades profesionales, científicas y técnicas; actividades veterinarias;2013;2.197
Consumos intermedios;74-75 Otras actividades profesionales, científicas y técnicas; actividades veterinarias;2012;2.234
Consumos intermedios;74-75 Otras actividades profesionales, científicas y técnicas; actividades veterinarias;2011;2.553
Consumos intermedios;74-75 Otras actividades profesionales, científicas y técnicas; actividades veterinarias;2010;2.576
Consumos intermedios;74-75 Otras actividades profesionales, científicas y técnicas; actividades veterinarias;2009;2.550
Consumos intermedios;74-75 Otras actividades profesionales, científicas y técnicas; actividades veterinarias;2008;3.201
Consumos intermedios;74-75 Otras actividades profesionales, científicas y técnicas; actividades veterinarias;2007;2.867
Consumos intermedios;74-75 Otras actividades profesionales, científicas y técnicas; actividades veterinarias;2006;2.503
Consumos intermedios;74-75 Otras actividades profesionales, científicas y técnicas; actividades veterinarias;2005;2.127
Consumos intermedios;74-75 Otras actividades profesionales, científicas y técnicas; actividades veterinarias;2004;2.075
Consumos intermedios;74-75 Otras actividades profesionales, científicas y técnicas; actividades veterinarias;2003;2.044
Consumos intermedios;74-75 Otras actividades profesionales, científicas y técnicas; actividades veterinarias;2002;1.933
Consumos intermedios;74-75 Otras actividades profesionales, científicas y técnicas; actividades veterinarias;2001;1.803
Consumos intermedios;74-75 Otras actividades profesionales, científicas y técnicas; actividades veterinarias;2000;1.666
Consumos intermedios;74-75 Otras actividades profesionales, científicas y técnicas; actividades veterinarias;1999;1.457
Consumos intermedios;74-75 Otras actividades profesionales, científicas y técnicas; actividades veterinarias;1998;1.144
Consumos intermedios;74-75 Otras actividades profesionales, científicas y técnicas; actividades veterinarias;1997;989
Consumos intermedios;74-75 Otras actividades profesionales, científicas y técnicas; actividades veterinarias;1996;882
Consumos intermedios;74-75 Otras actividades profesionales, científicas y técnicas; actividades veterinarias;1995;763
